REPORT_TYPE,RACE_RAW,ARREST_YEAR,SEX,ARREST_TYPE,CHARGE,CHARGE_DESCRIPTION,ADDRESS,LATITUDE,LONGITUDE,BOOKING_LOCATION,geometry,Neighborhood
BOOKING,White,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,14400    ERWIN                        ST,34.1837,-118.4465,VALLEY - JAIL DIV,"c(-118.4465, 34.1837)",Van Nuys
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,STRATHERN,34.2158,-118.4087,VALLEY - JAIL DIV,"c(-118.4087, 34.2158)",Sun Valley
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,MOORPARK,34.1504,-118.374,VALLEY - JAIL DIV,"c(-118.374, 34.1504)",Studio City
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,TUJUNGA                      AV,34.1689,-118.379,VALLEY - JAIL DIV,"c(-118.379, 34.1689)",North Hollywood
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,HASKELL,34.2214,-118.4749,VALLEY - JAIL DIV,"c(-118.4749, 34.2214)",North Hills
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,800 E  6TH                          ST,34.0408,-118.2428,METRO - JAIL DIVISION,"c(-118.2428, 34.0408)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,VESPER,34.1907,-118.4509,VALLEY - JAIL DIV,"c(-118.4509, 34.1907)",Van Nuys
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,POLK,34.3023,-118.4557,VALLEY - JAIL DIV,"c(-118.4557, 34.3023)",Sylmar
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,DE GARMO                     ST,34.3196,-118.4561,VALLEY - JAIL DIV,"c(-118.4561, 34.3196)",Sylmar
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,15000    SHERMAN                      WY,34.2084,-118.4599,VALLEY - JAIL DIV,"c(-118.4599, 34.2084)",Van Nuys
BOOKING,White,2019,Female,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,BATTERY,33.7548,-118.2922,77TH ST,"c(-118.2922, 33.7548)",Wilmington
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,LA CIENEGA                   BL,34.0516,-118.3762,PACIFIC,"c(-118.3762, 34.0516)",Mid-City
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,8900    ORION                        AV,34.2319,-118.472,VALLEY - JAIL DIV,"c(-118.472, 34.2319)",North Hills
BOOKING,Other,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,ALVARADO                     ST,34.0596,-118.2749,METRO - JAIL DIVISION,"c(-118.2749, 34.0596)",Westlake
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,3700    CRENSHAW                     BL,34.0182,-118.3349,77TH ST,"c(-118.3349, 34.0182)",Leimert Park
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,HIAWATHA                     ST,34.2593,-118.5798,VALLEY - JAIL DIV,"c(-118.5798, 34.2593)",Chatsworth
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,WESTERN,34.0472,-118.309,METRO - JAIL DIVISION,"c(-118.309, 34.0472)",Harvard Heights
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,F                            ST,33.7769,-118.2648,77TH ST,"c(-118.2648, 33.7769)",Wilmington
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,F                            ST,33.7798,-118.2656,77TH ST,"c(-118.2656, 33.7798)",Wilmington
BOOKING,Hispanic/Latin/Mexican,2019,Male,Felony,11350(A)HS,POSSESSION NARCOTIC CONTROLLED SUBSTANCE,PORTOLA,34.0919,-118.1721,METRO - JAIL DIVISION,"c(-118.1721, 34.0919)",El Sereno
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,GLENOAKS                     BL,34.3076,-118.44970000000001,VALLEY - JAIL DIV,"c(-118.4497, 34.3076)",Sylmar
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,7TH                          ST,34.0456,-118.254,METRO - JAIL DIVISION,"c(-118.254, 34.0456)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,5500 S  MAIN                         ST,33.9924,-118.2772,77TH ST,"c(-118.2772, 33.9924)",South Park
BOOKING,White,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,600 S  ALVARADO                     ST,34.0596,-118.2749,METRO - JAIL DIVISION,"c(-118.2749, 34.0596)",Westlake
BOOKING,White,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,15300    AINSWORTH                    ST,33.8925,-118.2906,77TH ST,"c(-118.2906, 33.8925)",Harbor Gateway
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,SEPULVEDA,34.2301,-118.4633,VALLEY - JAIL DIV,"c(-118.4633, 34.2301)",North Hills
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,SEPULVEDA                    BL,34.2319,-118.4676,VALLEY - JAIL DIV,"c(-118.4676, 34.2319)",North Hills
BOOKING,White,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,MASON,34.2593,-118.5798,VALLEY - JAIL DIV,"c(-118.5798, 34.2593)",Chatsworth
BOOKING,Black,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,SEPULVEDA                    BL,34.034,-118.4269,VALLEY - JAIL DIV,"c(-118.4269, 34.034)",Rancho Park
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,500 N  BUNKER HILL                  AV,34.0606,-118.2455,METRO - JAIL DIVISION,"c(-118.2455, 34.0606)",Downtown
BOOKING,White,2019,Female,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,VENICE,34.0119,-118.4189,VALLEY - JAIL DIV,"c(-118.4189, 34.0119)",Mar Vista
BOOKING,Other,2019,Female,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,VENICE                       BL,34.0129,-118.4172,VALLEY - JAIL DIV,"c(-118.4172, 34.0129)",Palms
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,1900 S  MAPLE                        ST,34.0289,-118.2686,METRO - JAIL DIVISION,"c(-118.2686, 34.0289)",Historic South-Central
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,16800    ROSCOE                       BL,34.221,-118.4989,VALLEY - JAIL DIV,"c(-118.4989, 34.221)",Northridge
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,VALJEAN,34.1976,-118.4858,VALLEY - JAIL DIV,"c(-118.4858, 34.1976)",Van Nuys
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,GRANT                        ST,33.7832,-118.2803,77TH ST,"c(-118.2803, 33.7832)",Wilmington
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,14600    VICTORY                      BL,34.1903,-118.4574,VALLEY - JAIL DIV,"c(-118.4574, 34.1903)",Van Nuys
BOOKING,Other,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,14100    RIVERSIDE                    DR,34.1576,-118.44,VALLEY - JAIL DIV,"c(-118.44, 34.1576)",Sherman Oaks
BOOKING,White,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,10900    RIVERSIDE                    DR,34.1523,-118.3684,VALLEY - JAIL DIV,"c(-118.3684, 34.1523)",Studio City
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,BURBANK,34.1717,-118.4757,VALLEY - JAIL DIV,"c(-118.4757, 34.1717)",Sepulveda Basin
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,MCCOY,33.7947,-118.2899,77TH ST,"c(-118.2899, 33.7947)",Harbor City
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,PREBLE                       AV,33.7837,-118.241,77TH ST,"c(-118.241, 33.7837)",Wilmington
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,ALAMEDA,34.0578,-118.2371,METRO - JAIL DIVISION,"c(-118.2371, 34.0578)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,HUBBARD                      ST,34.2995,-118.4392,VALLEY - JAIL DIV,"c(-118.4392, 34.2995)",Sylmar
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,DE SOTO                      AV,34.2645,-118.5886,VALLEY - JAIL DIV,"c(-118.5886, 34.2645)",Chatsworth
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,ARLETA,34.2438,-118.4279,VALLEY - JAIL DIV,"c(-118.4279, 34.2438)",Arleta
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,3400 S  LA CIENGA,34.0238,-118.3669,77TH ST,"c(-118.3669, 34.0238)",Baldwin Hills/Crenshaw
BOOKING,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,800 N  ALAMEDA                      ST,34.0563,-118.2374,METRO - JAIL DIVISION,"c(-118.2374, 34.0563)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,VAN NUYS                     BL,34.2354,-118.4502,VALLEY - JAIL DIV,"c(-118.4502, 34.2354)",Panorama City
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,MAIN                         ST,34.0522,-118.2434,METRO - JAIL DIVISION,"c(-118.2434, 34.0522)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,11400    ALBERS                       ST,34.1705,-118.379,VALLEY - JAIL DIV,"c(-118.379, 34.1705)",North Hollywood
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,FOX                          ST,34.2707,-118.4474,VALLEY - JAIL DIV,"c(-118.4474, 34.2707)",Pacoima
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,LANKERSHIM,34.1689,-118.377,VALLEY - JAIL DIV,"c(-118.377, 34.1689)",North Hollywood
BOOKING,Black,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,CROCKER,34.0378,-118.2483,METRO - JAIL DIVISION,"c(-118.2483, 34.0378)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,FOOTHILL,34.304,-118.4263,VALLEY - JAIL DIV,"c(-118.4263, 34.304)",Sylmar
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,BROADWAY,33.9383,-118.2781,77TH ST,"c(-118.2781, 33.9383)",Broadway-Manchester
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,WALL                         ST,34.0435,-118.2471,METRO - JAIL DIVISION,"c(-118.2471, 34.0435)",Downtown
BOOKING,Black,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,4TH                          ST,34.0454,-118.2422,METRO - JAIL DIVISION,"c(-118.2422, 34.0454)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,15900    SHERMAN                      WY,34.2074,-118.4794,VALLEY - JAIL DIV,"c(-118.4794, 34.2074)",Van Nuys
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,8900    SEPULVEDA                    BL,34.2337,-118.4703,VALLEY - JAIL DIV,"c(-118.4703, 34.2337)",North Hills
BOOKING,Black,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,DEBRA,34.2321,-118.4906,VALLEY - JAIL DIV,"c(-118.4906, 34.2321)",North Hills
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,6TH,33.7753,-118.2456,77TH ST,"c(-118.2456, 33.7753)",NA
BOOKING,Black,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,PARNELL                      AV,34.0527,-118.4299,VALLEY - JAIL DIV,"c(-118.4299, 34.0527)",West Los Angeles
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,DRUMM,33.7894,-118.2458,77TH ST,"c(-118.2458, 33.7894)",Wilmington
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,M                            ST,33.789,-118.2608,77TH ST,"c(-118.2608, 33.789)",Wilmington
BOOKING,Black,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,7500    COLDWATER CANYON             AV,34.2125,-118.4195,VALLEY - JAIL DIV,"c(-118.4195, 34.2125)",Sun Valley
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,7TH,34.0449,-118.2528,METRO - JAIL DIVISION,"c(-118.2528, 34.0449)",Downtown
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,14500    VANOWEN                      ST,34.1976,-118.4574,VALLEY - JAIL DIV,"c(-118.4574, 34.1976)",Van Nuys
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,800 N  ALAMEDA,34.0563,-118.2374,METRO - JAIL DIVISION,"c(-118.2374, 34.0563)",Downtown
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,800 N  ALAMEDA                      ST,34.0563,-118.2374,METRO - JAIL DIVISION,"c(-118.2374, 34.0563)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,9TH,33.736,-118.2814,77TH ST,"c(-118.2814, 33.736)",San Pedro
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,600 S  ALVARADO                     ST,34.0596,-118.2749,METRO - JAIL DIVISION,"c(-118.2749, 34.0596)",Westlake
BOOKING,White,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,WILBUR,34.1687,-118.5579,VALLEY - JAIL DIV,"c(-118.5579, 34.1687)",Tarzana
BOOKING,Hispanic/Latin/Mexican,2019,Female,Felony,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,400    UNION                        DR,34.0592,-118.2674,METRO - JAIL DIVISION,"c(-118.2674, 34.0592)",Westlake
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,LONGRIDGE,34.1867,-118.4214,VALLEY - JAIL DIV,"c(-118.4214, 34.1867)",Valley Glen
BOOKING,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,7300    IRONDALE                     AV,34.2034,-118.5852,VALLEY - JAIL DIV,"c(-118.5852, 34.2034)",Winnetka
BOOKING,White,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,6200    SANTA MONICA                 BL,34.0908,-118.3244,HOLLYWOOD,"c(-118.3244, 34.0908)",Hollywood
BOOKING,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,13900    VANOWEN                      ST,34.194,-118.4356,VALLEY - JAIL DIV,"c(-118.4356, 34.194)",Van Nuys
BOOKING,Other,2019,Female,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,STERN,34.1486,-118.4349,VALLEY - JAIL DIV,"c(-118.4349, 34.1486)",Sherman Oaks
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,PAXTON,34.2797,-118.418,VALLEY - JAIL DIV,"c(-118.418, 34.2797)",Pacoima
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,MARIGOLD,33.7978,-118.2959,77TH ST,"c(-118.2959, 33.7978)",West Carson
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,WESTLAKE,34.0552,-118.2675,METRO - JAIL DIVISION,"c(-118.2675, 34.0552)",Westlake
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,AVALON,33.9383,-118.2652,77TH ST,"c(-118.2652, 33.9383)",Green Meadows
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,103RD                        ST,33.9431,-118.2307,77TH ST,"c(-118.2307, 33.9431)",Watts
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,800 N  VIGNES                       ST,34.0559,-118.232,METRO - JAIL DIVISION,"c(-118.232, 34.0559)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,MELROSE,34.0886,-118.3027,HOLLYWOOD,"c(-118.3027, 34.0886)",East Hollywood
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,ROSCOE                       BL,34.2215,-118.4634,VALLEY - JAIL DIV,"c(-118.4634, 34.2215)",North Hills
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,SEPULVEDA                    BL,34.1939,-118.4662,VALLEY - JAIL DIV,"c(-118.4662, 34.1939)",Van Nuys
BOOKING,White,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,2200 W  6TH                          ST,34.0601,-118.2761,METRO - JAIL DIVISION,"c(-118.2761, 34.0601)",Westlake
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,CARLTON                      WY,34.1005,-118.3166,HOLLYWOOD,"c(-118.3166, 34.1005)",Hollywood
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,8100    HASKELL                      AV,34.2182,-118.4749,VALLEY - JAIL DIV,"c(-118.4749, 34.2182)",Van Nuys
BOOKING,White,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,VENTURA,34.2246,-118.4153,VALLEY - JAIL DIV,"c(-118.4153, 34.2246)",Sun Valley
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,5TH,34.0442,-118.2439,METRO - JAIL DIVISION,"c(-118.2439, 34.0442)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,8700    BURNET                       AV,34.2283,-118.4633,VALLEY - JAIL DIV,"c(-118.4633, 34.2283)",North Hills
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,PARTHENIA,34.2261,-118.5499,VALLEY - JAIL DIV,"c(-118.5499, 34.2261)",Northridge
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,OSO,34.2083,-118.5754,VALLEY - JAIL DIV,"c(-118.5754, 34.2083)",Winnetka
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,BELLINGHAM                   AV,34.194,-118.3986,VALLEY - JAIL DIV,"c(-118.3986, 34.194)",North Hollywood
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,11600    LA GRANGE,34.0382,-118.4484,METRO - JAIL DIVISION,"c(-118.4484, 34.0382)",Sawtelle
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,VANOWEN,34.194,-118.3812,VALLEY - JAIL DIV,"c(-118.3812, 34.194)",North Hollywood
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,2300    LANDA                        ST,34.0957,-118.2503,METRO - JAIL DIVISION,"c(-118.2503, 34.0957)",Echo Park
BOOKING,Black,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,14600    SATICOY                      ST,34.2084,-118.4599,VALLEY - JAIL DIV,"c(-118.4599, 34.2084)",Van Nuys
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,WOODMAN,34.2471,-118.4482,VALLEY - JAIL DIV,"c(-118.4482, 34.2471)",Panorama City
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,VAN NUYS,34.2012,-118.4487,VALLEY - JAIL DIV,"c(-118.4487, 34.2012)",Van Nuys
BOOKING,Black,2019,Female,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,FIGUEROA,33.9472,-118.2826,77TH ST,"c(-118.2826, 33.9472)",Vermont Vista
BOOKING,White,2019,Female,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,800    ALAMEDA,34.0563,-118.2374,METRO - JAIL DIVISION,"c(-118.2374, 34.0563)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Female,Felony,11350(A)HS,POSSESSION NARCOTIC CONTROLLED SUBSTANCE,11800    KLING                        ST,34.1558,-118.39,VALLEY - JAIL DIV,"c(-118.39, 34.1558)",Valley Village
BOOKING,White,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,FOOTHILL                     BL,34.2178,-118.373,VALLEY - JAIL DIV,"c(-118.373, 34.2178)",Sun Valley
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,7000    WOODMAN                      AV,34.1976,-118.4356,VALLEY - JAIL DIV,"c(-118.4356, 34.1976)",Van Nuys
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,500 S  WESTLAKE                     AV,34.0598,-118.2731,METRO - JAIL DIVISION,"c(-118.2731, 34.0598)",Westlake
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,19600    VANOWEN                      ST,34.1938,-118.5601,VALLEY - JAIL DIV,"c(-118.5601, 34.1938)",Reseda
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,KITTRIDGE                    ST,34.1863,-118.5578,VALLEY - JAIL DIV,"c(-118.5578, 34.1863)",Tarzana
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,6900    JELLICO                      AV,34.1957,-118.5174,VALLEY - JAIL DIV,"c(-118.5174, 34.1957)",Lake Balboa
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,9TH                          ST,33.736,-118.2814,77TH ST,"c(-118.2814, 33.736)",San Pedro
BOOKING,Hispanic/Latin/Mexican,2019,Male,Felony,A11350(A)HS,ATTEMPT - POSS CONTROLLED SUBSTANCE,SHATTO,34.0562,-118.2696,METRO - JAIL DIVISION,"c(-118.2696, 34.0562)",Westlake
BOOKING,White,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,DEVONSHIRE,34.2573,-118.5885,VALLEY - JAIL DIV,"c(-118.5885, 34.2573)",Chatsworth
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,200 E  6TH                          ST,34.0448,-118.2474,METRO - JAIL DIVISION,"c(-118.2474, 34.0448)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,ROSCOE                       BL,34.2209,-118.5197,VALLEY - JAIL DIV,"c(-118.5197, 34.2209)",Northridge
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,8300    LAUREL CANYON                BL,34.2217,-118.3965,VALLEY - JAIL DIV,"c(-118.3965, 34.2217)",Sun Valley
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,21000    STAGG                        ST,34.2111,-118.5906,VALLEY - JAIL DIV,"c(-118.5906, 34.2111)",Canoga Park
BOOKING,White,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,4400    CALHOUN                      AV,34.1507,-118.4422,VALLEY - JAIL DIV,"c(-118.4422, 34.1507)",Sherman Oaks
